# Program:featureCounts v1.6.2; Command:"featureCounts" "-T" "4" "-C" "-p" "-t" "gene" "-g" "Dbxref" "-a" "../O_europaea_v1_genomic.gff" "-o" "out_featuresCount_geneID.txt" "SRR1525051" "SRR1525052" "SRR1525086" "SRR1525087" "SRR1525113" "SRR1525114" "SRR1525213" "SRR1525214" "SRR1525224" "SRR1525226" "SRR1525436" "SRR1525437" 
Geneid	SRR1525051	SRR1525052	SRR1525086	SRR1525087	SRR1525113	SRR1525114	SRR1525213	SRR1525214	SRR1525224	SRR1525226	SRR1525436	SRR1525437
111401856	317	346	535	492	298	325	122	116	350	331	451	434
111401930	579	615	233	246	148	157	166	142	401	415	518	539
111402015	437	433	94	99	172	198	135	110	621	565	1349	1169
111402155	170	169	343	369	296	297	37	21	63	65	57	34
111402226	229	228	183	128	190	238	67	65	264	281	847	878
111402442	64	84	152	171	114	105	23	23	2	4	11	12
111399874	0	1	0	0	0	0	0	0	0	0	0	0
111365227	0	0	1	6	1	1	0	0	38	34	39	40
111402497	22	22	256	239	49	63	6	6	217	265	21	17
111399949	0	0	0	0	0	0	0	0	0	0	0	0
111397863	0	0	0	0	0	0	0	0	0	0	0	0
111402579	214	215	35	27	35	52	44	56	95	90	46	48
111400015	0	0	0	0	0	0	0	0	0	0	0	0
111400266	0	0	0	0	0	0	0	0	0	0	0	0
111402672	1713	1775	3551	3642	2043	2041	633	604	7208	7247	6044	5874
111400326	442	418	469	466	269	276	146	160	501	509	726	724
111402780	115	137	119	127	150	161	51	59	132	108	223	231
111402872	619	567	751	665	349	335	173	211	553	531	1238	1297
111400390	252	266	73	88	69	69	72	79	533	572	251	245
111402948	1456	1461	148	142	556	531	815	889	1453	1410	999	945
111403165	365	388	167	184	109	102	89	83	499	494	838	844
111400523	0	1	0	0	0	0	0	0	0	1	0	0
111403243	6	4	32	35	8	7	0	0	14	12	12	21
111403299	1172	1210	1897	2078	576	519	298	306	924	961	1751	1705
111403367	9615	9414	531	513	2348	2301	3870	4013	2148	2120	1916	1930
111403447	1252	1278	2270	2217	1284	1278	389	409	560	629	1156	1145
111403579	778	730	60	52	192	175	447	415	517	516	895	951
111403744	781	769	517	523	596	607	244	240	520	492	660	702
111403924	64	70	171	155	88	92	31	27	17	11	85	85
111403997	7	5	2	2	0	7	2	1	4	2	4	4
111404072	1489	1467	2836	2876	1586	1580	346	352	814	777	1288	1258
111404334	603	565	875	825	531	527	97	111	284	277	714	708
111400658	1106	1085	642	642	845	860	246	271	1479	1503	1885	1845
111404405	320	339	375	349	215	226	109	113	311	314	395	414
111404478	879	823	778	840	406	410	219	218	1355	1488	1482	1471
111404590	81	65	301	323	63	48	13	14	356	353	470	492
111404649	352	343	98	95	113	71	40	29	129	127	194	197
111404723	927	923	951	956	1002	953	192	171	817	816	1118	1041
111405414	19	16	63	80	31	38	8	6	66	89	159	153
111404917	325	342	480	469	118	149	109	110	394	320	646	696
111405121	1401	1387	1311	1436	1103	1087	413	374	878	915	1594	1530
111405348	31	46	77	83	23	22	13	11	271	297	261	272
111405486	79	59	110	104	32	30	16	17	456	490	356	362
111405416	124	148	139	119	136	145	25	22	451	398	397	447
111400812	0	0	0	1	4	1	0	0	1	1	0	0
111405608	2482	2458	1280	1297	750	732	796	779	2914	3035	3321	3383
111405684	4	2	1	2	1	1	0	0	2	3	4	4
111405728	637	661	831	924	414	389	336	384	644	648	885	892
111405810	619	580	536	542	404	389	116	115	346	307	612	596
111406081	495	512	953	939	685	736	201	219	601	648	642	602
111406412	3	6	7	2	3	0	2	0	22	20	69	68
111400887	30	22	0	0	0	0	0	0	136	131	79	99
111406485	420	416	435	486	292	253	87	68	527	489	820	787
111406605	44	48	77	80	31	32	7	11	67	55	177	168
111406865	1024	1044	513	493	511	510	331	300	1182	1193	1167	1078
111406941	1039	1082	1545	1565	808	822	357	325	1240	1224	1727	1714
111407265	729	695	152	154	261	205	130	106	603	588	507	483
111407392	172	218	118	139	175	167	85	93	795	827	991	871
111407566	19	13	44	29	29	28	7	10	16	15	9	7
111407636	544	586	525	532	113	124	244	223	303	292	712	699
111407716	719	783	715	686	706	734	209	186	417	431	1246	1186
111407784	196	223	265	303	164	155	63	62	443	439	723	696
111407998	44	49	50	58	42	29	6	3	143	153	289	282
111407916	631	592	89	69	113	121	352	349	549	571	1110	1101
111401113	0	0	0	0	0	0	0	0	0	0	0	0
111408129	175	181	189	170	93	104	23	27	582	626	440	458
111401182	3	2	0	0	2	2	0	0	13	22	2	1
111401256	0	0	2	1	0	0	0	0	1	0	1	0
111408311	21	19	8	4	4	8	6	3	9	4	26	27
111408443	356	362	13	19	146	150	188	174	211	224	259	252
111408541	4	2	0	0	0	0	1	0	0	5	0	1
111408609	181	169	427	508	196	159	63	60	194	159	495	484
111408734	451	440	51	78	74	63	571	549	521	484	600	598
111401334	9	9	0	1	1	2	3	2	4	10	7	11
111408822	1	0	0	0	0	0	0	0	1	1	0	0
111408891	248	219	105	108	185	184	73	100	120	129	319	274
111409020	325	321	24	24	291	261	52	50	212	201	174	169
111409297	83	82	31	24	22	27	39	40	93	102	212	211
111409371	390	415	554	498	260	267	106	141	425	421	784	761
111407868	0	0	0	0	0	0	0	0	0	0	0	0
111409163	1077	1132	3968	4050	3423	3376	603	581	1842	1813	2633	2617
111407901	0	0	0	0	0	0	0	0	0	0	0	0
111409600	102	88	96	78	71	49	12	16	62	36	264	247
111409796	65	99	77	63	50	46	37	36	111	119	244	268
111409917	56	60	65	64	34	48	15	14	125	118	192	223
111410099	570	563	931	1058	948	947	148	132	499	515	585	658
111410490	101	84	149	119	59	71	40	47	196	207	341	322
111410609	386	320	41	35	132	123	81	85	313	326	661	698
111401554	0	0	0	0	0	0	0	0	0	0	0	0
111410739	21	18	27	45	18	23	7	1	59	63	46	52
111401634	0	0	0	0	0	0	0	0	0	0	1	0
111401706	26	32	1	1	22	22	1	3	1	0	1	3
111410784	190	181	25	20	160	153	21	19	18	22	9	7
111410848	16	25	0	1	0	0	2	2	14	11	2	4
111370188	0	0	0	0	0	2	0	0	0	0	4	4
111410927	293	287	231	249	92	70	44	29	189	198	313	326
111411035	86	100	37	49	21	16	15	18	303	339	64	57
111402737	198	172	82	75	83	70	44	53	2685	2749	1080	1086
111402758	11	5	3	4	2	3	2	1	8	5	6	9
111411122	2	0	1	0	1	1	2	0	13	7	6	12
111402769	248	257	758	795	388	379	75	69	338	307	633	597
111411186	76	76	5	7	87	72	25	28	45	47	145	165
111411268	46	38	10	10	8	11	35	41	28	12	31	27
111411334	928	963	760	713	770	700	241	279	1070	1078	1176	1169
111402781	0	0	0	0	0	0	0	0	0	0	0	0
111402791	0	0	0	0	0	0	0	0	0	0	0	0
111402802	1	1	2	2	0	0	1	0	0	0	0	0
111411466	108	116	142	164	129	107	41	41	104	107	249	217
111402809	302	325	1122	1134	133	167	41	46	536	584	1018	1041
111377873	0	2	3	2	0	2	0	0	2	4	2	3
111411546	97	99	288	306	179	198	46	55	115	129	278	300
111411636	213	222	81	73	26	28	171	163	67	84	192	183
111411707	46	31	40	56	37	31	0	2	0	0	1	2
111411785	63	80	0	0	0	0	5	3	98	89	1349	1272
111411860	58	60	48	46	27	38	12	14	109	128	254	214
111411986	2	0	0	0	0	0	0	0	4	1	4	4
111402854	0	0	0	0	0	0	0	1	7	5	36	41
111412138	0	0	0	0	1	0	0	0	5	6	8	9
111412061	4	3	10	6	7	8	1	2	11	15	85	105
111412187	12	4	18	22	14	20	8	7	89	95	1316	1339
111412261	91	113	490	477	273	277	52	42	90	97	426	495
111412329	12	16	0	0	11	8	4	1	756	732	1154	1077
111402876	11	5	0	0	0	9	4	5	7	10	7	12
111412455	970	965	892	895	400	377	390	434	690	618	1077	1025
111407905	0	0	0	0	0	0	0	0	0	0	0	0
111412583	142	143	2	2	83	80	237	213	8	15	6	3
111402884	618	610	297	312	249	256	298	286	5352	5418	981	932
111412644	258	275	115	114	127	120	122	136	2715	2815	316	287
111412716	120	114	22	12	59	65	43	34	450	432	463	448
111412792	3932	3978	4117	4133	1260	1202	1354	1459	899	925	2081	2005
111365276	2032	1930	200	185	167	183	351	336	279	252	288	312
111365330	137	108	77	77	45	47	25	21	196	221	239	205
111402899	0	0	0	0	2	0	0	0	0	1	0	0
111365401	2	3	2	0	2	4	0	0	18	21	3	6
111365472	123	149	109	111	62	66	36	27	96	108	97	109
111365963	115	121	156	152	75	61	26	15	54	53	163	153
111366055	246	206	35	20	51	46	88	71	431	448	1078	968
111402908	978	979	2739	2572	937	924	251	247	1124	1112	1767	1775
111366211	568	570	5	9	115	115	126	97	37	39	202	193
111366254	85	91	24	28	57	41	75	83	2738	2754	1367	1396
111366610	643	632	55	56	96	92	32	28	92	65	304	275
111366677	281	304	508	518	362	336	111	122	323	334	617	622
111366922	15	9	7	6	12	15	4	6	9	15	11	12
111366993	0	0	0	0	0	0	0	0	0	0	0	0
111385879	382	359	0	0	79	51	14	10	2	2	13	9
111367040	1022	958	1044	1019	317	299	371	386	703	692	1035	1105
111402926	0	0	0	0	0	0	0	0	1	0	1	0
111367120	2	1	2	1	1	0	1	0	36	26	11	15
111367257	73	71	336	365	144	130	45	38	22	33	29	42
111367327	494	552	520	502	621	621	399	404	70	88	92	98
111367399	292	291	270	299	551	565	180	168	9	14	21	19
111367471	123	131	209	245	318	271	75	78	194	184	383	344
111367549	182	160	127	113	81	64	38	37	206	210	386	441
111368035	72	68	39	33	30	22	11	15	53	48	225	214
111368160	1580	1532	519	512	384	408	396	394	1013	1022	1421	1344
111368241	457	420	112	131	283	268	129	129	452	484	434	441
111368316	0	2	1	1	0	4	5	13	154	147	208	192
111368501	930	849	1396	1321	578	609	388	342	1233	1208	1750	1676
111368572	1055	1080	491	483	556	578	349	349	884	899	1067	1092
111368738	429	396	411	372	211	170	82	77	505	475	785	750
111368815	109	138	107	101	109	121	39	39	1253	1291	1073	1042
111402967	0	0	0	0	0	1	0	0	0	0	0	0
111369102	36	27	22	23	8	12	17	16	80	64	89	80
111369031	178	200	113	71	90	73	91	100	241	256	549	560
111369166	746	794	730	720	450	445	169	191	1188	1209	1274	1293
111393045	0	0	0	1	0	0	0	0	0	0	0	0
111369420	252	228	86	81	153	120	87	73	197	177	411	361
111369595	6	14	11	9	1	1	1	0	28	45	69	62
111369684	24	21	11	17	6	0	1	3	28	34	48	41
111369756	34	37	49	47	43	51	12	13	3	2	6	11
111369872	1216	1131	2140	2056	1521	1585	441	437	1123	1185	1701	1648
111370004	203	179	972	1011	454	454	86	65	277	289	281	263
111370166	536	563	3188	3113	311	302	40	35	669	697	88	102
111370246	6	8	0	3	6	7	0	0	11	10	29	19
111370481	2993	3079	6154	6240	3762	3720	1221	1236	1984	1991	5225	5201
111370395	9	7	27	24	15	13	3	6	22	26	45	52
111370533	122	112	433	438	220	206	39	45	261	248	302	281
111370599	2067	2166	89	98	63	75	110	117	445	444	228	207
111402994	0	0	0	0	0	1	0	0	0	0	0	0
111403000	1	1	0	0	0	1	0	0	2	0	0	0
111370678	432	429	617	571	263	275	130	115	294	281	416	426
111370755	707	725	582	589	578	607	339	349	572	593	1277	1227
111403010	589	561	36	35	46	43	842	789	479	394	742	728
111370835	720	726	324	342	169	193	465	452	1457	1448	1149	1173
111370925	3	5	1	1	12	6	1	0	0	0	3	3
111371003	44	27	10	13	6	8	8	4	227	250	203	187
111371088	63	68	3	0	11	19	5	5	601	581	2432	2316
111403018	0	2	0	0	1	2	5	5	0	0	0	0
111371156	12	10	31	24	7	4	0	3	4	2	24	23
111403045	0	0	0	0	0	0	0	0	0	0	0	0
111371239	212	211	47	40	82	80	93	79	32	31	59	70
111371375	1639	1575	1135	1117	978	989	242	239	856	775	988	1007
111371440	192	198	210	201	117	125	123	136	228	218	152	164
111371559	524	539	418	443	396	380	181	160	358	371	647	650
111371637	25	18	0	1	5	6	4	9	34	49	50	54
111403060	0	0	0	0	0	0	0	0	0	0	0	0
111371702	3	6	4	8	7	6	5	4	102	95	53	53
111371781	302	324	301	332	239	263	70	49	266	233	384	370
111372228	40	28	1855	1810	521	487	68	56	605	588	393	416
111372299	39	35	1	2	4	6	19	29	1599	1568	1132	1119
111393806	0	0	0	0	0	0	0	0	0	0	0	0
111372751	4	2	2	3	1	2	0	4	6	3	13	12
111372587	0	0	0	0	0	0	1	0	0	0	0	0
111403071	0	0	0	0	0	0	0	0	0	0	0	0
111403081	0	0	0	0	0	0	0	0	0	0	0	0
111372666	1	3	0	1	0	1	1	2	2	2	2	3
111372409	2	1	0	0	0	1	1	0	0	0	0	0
111372912	19	31	7	6	13	5	5	5	18	28	60	63
111372991	0	1	1	0	1	3	0	1	1	0	0	0
111373205	0	0	90	82	236	251	6	6	0	0	1	0
111403096	36	41	4	9	47	39	7	6	14	26	11	19
111373364	1418	1508	1059	1142	747	711	300	294	1202	1266	1606	1497
111373512	758	793	352	362	396	365	221	231	284	294	649	614
111373593	312	277	80	90	128	121	153	159	171	184	344	323
111373669	424	423	563	533	284	292	183	181	454	453	849	811
111403117	728	745	734	715	467	438	215	201	599	562	1070	1092
111373741	166	186	244	248	111	115	46	32	282	288	461	472
111373816	239	247	896	847	310	315	92	92	285	274	251	267
111373890	0	0	0	0	0	0	0	0	0	0	0	0
111373970	0	0	0	0	0	0	0	0	0	0	0	0
111374043	365	344	383	372	69	78	84	76	250	270	535	548
111374123	200	207	252	245	107	94	38	48	1531	1661	400	459
111394574	42	48	14	37	33	25	7	6	11	12	31	27
111403124	2	2	0	0	1	0	0	0	1	0	0	1
111374306	424	409	257	259	444	449	88	81	138	141	347	339
111395071	84	87	4	4	20	16	24	21	280	251	206	179
111374435	1726	1716	2612	2599	1597	1568	603	645	970	982	1466	1418
111374522	125	109	58	73	36	26	393	404	0	1	1	1
111374598	2986	2985	4258	4261	2553	2613	1187	1291	3538	3683	6192	6114
111403133	17	20	18	28	16	16	26	32	264	324	535	497
111374677	44	51	66	83	67	49	39	29	25	26	23	26
111403142	4	13	6	4	2	6	2	0	4	6	3	5
111374752	1237	1222	1501	1510	608	585	434	401	956	996	2036	1868
111374831	47	38	32	31	22	30	8	5	43	36	90	107
111374903	71	72	46	50	25	23	16	20	416	366	466	458
111375121	47	39	10	16	12	15	4	7	21	34	86	86
111395822	0	1	0	0	0	0	0	0	0	0	0	0
111375171	308	288	16	13	133	134	148	167	190	181	426	380
111375251	831	787	628	623	421	418	398	407	646	630	1145	1174
111403158	460	457	200	199	259	253	153	142	329	290	642	647
111375329	105	120	145	100	49	57	27	34	126	126	266	281
111375406	1145	1173	755	726	517	539	351	372	1386	1443	1236	1196
111375586	57	69	70	55	18	23	11	14	55	54	230	191
111403192	0	0	0	0	0	0	0	0	0	0	0	0
111403201	74	85	23	16	31	25	28	20	93	90	203	188
111403216	113	147	19	19	206	243	46	50	114	113	17	27
111375639	196	225	54	46	279	255	63	82	180	178	39	39
111403224	1429	1420	1154	1223	1232	1215	478	463	1239	1197	1476	1432
111375718	8	4	12	9	7	6	4	4	5	2	26	23
111375840	898	954	64	71	102	125	268	277	60	70	77	88
111375767	285	288	227	211	155	149	85	82	184	240	612	542
111375970	24	15	18	20	9	7	6	7	18	10	14	10
111376059	1067	1017	1090	1022	748	802	181	210	925	896	1273	1278
111376232	242	263	1	0	175	177	7	7	0	2	0	0
111403231	0	0	0	0	0	0	0	0	0	0	0	0
111376373	107	106	51	61	34	50	11	11	73	88	205	190
111376521	751	736	616	648	309	354	312	331	358	337	770	781
111403246	0	0	0	0	1	0	0	1	0	0	0	0
111376798	51	55	99	111	37	37	3	4	18	22	78	68
111376876	484	480	1058	1008	106	102	42	29	704	784	1413	1366
111377151	1	0	0	0	0	0	0	0	1	1	1	0
111377220	0	0	0	0	0	0	0	0	0	0	0	0
111403257	1	0	0	0	0	0	0	0	0	1	1	0
111377306	100	92	68	51	32	34	30	28	163	169	281	267
111377387	2569	2512	961	964	578	620	341	324	4310	4238	7804	7741
111377558	379	382	381	312	245	296	136	132	402	415	886	762
111403267	0	0	0	0	0	0	0	0	0	0	0	0
111403274	234	209	280	284	105	92	80	85	216	232	476	486
111377645	41	30	357	353	100	90	14	32	0	1	3	2
111377736	135	144	209	198	114	133	54	68	86	88	212	195
111403290	0	0	0	0	0	0	0	0	0	0	0	0
111403317	0	0	0	0	0	0	0	0	0	0	0	0
111378035	13	15	4	7	4	3	1	1	15	17	19	21
111403327	66	63	31	24	31	22	31	41	94	77	100	99
111377874	0	0	0	0	0	0	0	0	0	0	0	0
111403337	0	0	0	0	0	0	0	0	0	0	0	0
111403362	1	0	1	2	1	1	2	0	3	3	4	4
111403380	0	0	0	0	0	1	0	0	0	0	2	0
111403388	0	1	0	0	0	0	0	0	0	0	0	0
111403414	64	73	59	51	19	13	18	20	307	307	779	743
111403433	1	1	0	0	1	1	0	0	1	1	0	3
111403437	0	0	0	0	0	0	0	0	1	1	0	0
111403452	1	0	0	0	0	0	0	0	0	0	0	0
111397345	3	1	1	1	0	0	0	3	1	0	1	0
111378082	7	5	2	3	8	6	3	1	3080	3139	2280	2177
111378274	3537	3649	2266	2236	995	969	1547	1423	3367	3467	4318	4333
111378346	17	13	2	4	7	12	11	10	2872	2958	3415	3320
111407924	0	0	0	0	0	0	0	0	0	0	0	0
111378424	46	37	74	72	29	27	7	21	143	132	178	192
111398099	78	106	58	61	34	35	16	17	76	75	196	203
111378493	5	7	3	7	4	3	4	1	1	2	0	3
111378565	1610	1607	3318	3258	803	780	689	662	691	669	923	921
111403469	1	0	1	0	0	0	0	1	0	0	0	0
111379327	56	59	58	74	59	45	33	28	50	44	71	93
111403491	0	0	1	0	1	1	0	0	0	0	2	1
111403499	1	1	2	5	1	3	0	0	1	1	2	1
111403506	2672	2689	4035	3946	3776	3662	739	764	2201	2227	2817	2760
111379387	175	172	219	207	150	143	70	75	151	143	226	230
111379719	258	277	214	203	249	254	96	91	724	698	496	516
111379871	815	776	22	16	419	456	316	353	320	320	1341	1237
111379952	895	842	2142	2202	880	810	386	389	1206	1227	1987	1918
111399383	2	3	15	13	2	4	0	0	6	6	8	14
111380032	513	518	264	237	180	162	106	88	986	971	720	691
111380138	73	61	16	33	30	21	17	25	32	30	129	99
111380223	283	267	82	78	62	69	39	34	161	194	393	382
111380344	337	350	213	200	142	175	88	99	281	296	815	803
111380419	9	19	2	4	1	4	4	2	4999	5116	2972	2955
111403512	426	409	382	328	217	199	76	65	273	264	305	281
111380502	934	857	293	322	336	307	200	206	425	409	744	738
111380581	24	22	6	3	16	14	8	5	33	20	13	16
111380708	153	152	41	44	74	67	61	43	161	163	221	218
111380793	170	179	24	34	15	23	48	48	521	523	1061	1064
111380877	417	463	226	232	176	187	89	71	981	1000	2469	2506
111381163	13	15	12	9	1	6	0	0	9	3	6	10
111403531	70	70	39	19	6	5	5	6	22	32	47	37
111381250	126	140	123	126	42	50	38	41	16	23	43	38
111381326	2718	2603	2514	2539	2079	1954	424	437	3212	3307	2641	2642
111381678	1375	1444	2405	2359	795	780	817	802	1635	1607	1367	1331
111403546	0	0	0	0	0	0	0	0	0	0	0	0
111400149	0	0	0	0	0	0	0	0	2	2	0	0
111381748	377	402	53	42	81	68	130	136	1869	1905	1350	1297
111403554	0	0	0	0	0	0	0	0	0	0	0	0
111403571	3	2	1	0	1	4	0	1	2	3	0	1
111403580	159	135	141	138	102	91	52	57	436	409	801	727
111381876	1024	996	717	693	348	336	114	123	900	952	1860	1875
111381959	633	611	641	644	596	534	186	193	748	756	907	859
111382164	118	116	39	26	85	101	60	65	71	85	152	148
111403585	0	0	0	0	0	0	0	0	1	0	0	0
111382392	3370	3506	5217	5210	1754	1743	870	811	5015	5170	4934	4755
111382469	27	20	5	2	21	24	14	27	37	25	43	43
111382539	195	194	256	251	294	291	43	37	153	186	122	134
111382734	91	94	37	26	35	31	30	28	295	293	172	198
111382881	488	500	238	226	255	230	59	97	653	651	385	438
111382987	73	92	79	94	29	46	20	21	380	406	346	377
111403596	0	0	0	1	1	0	0	0	0	0	0	0
111383211	235	214	151	134	154	153	66	71	184	188	260	244
111383463	158	219	256	298	270	249	103	107	205	220	381	377
111383552	2939	2985	3041	3063	1073	1038	461	462	2871	3000	3409	3431
111403605	235	259	400	388	149	110	50	61	354	377	550	588
111400835	79	74	21	16	103	94	35	26	95	71	13	15
111383749	1911	1967	1663	1615	1264	1261	572	556	1775	1725	2277	2200
111403615	9	5	1	0	1	2	5	11	1	1	0	0
111401581	0	0	0	1	1	0	0	0	0	0	0	0
111383826	422	425	261	230	181	204	68	77	666	724	833	739
111383906	226	253	390	418	267	257	78	68	368	359	429	414
111384091	20	26	4	8	4	2	4	3	1	1	3	2
111384007	30	20	8	8	11	6	6	2	5	2	5	3
111384167	299	266	156	147	50	36	6	13	265	249	376	401
111384311	227	234	199	158	139	129	51	45	199	186	379	366
111385338	632	619	302	268	322	307	248	199	406	418	678	654
111385429	19	13	50	50	22	18	1	3	13	8	59	46
111385620	153	160	181	193	61	56	31	31	181	161	393	357
111385713	502	461	142	157	246	232	219	249	415	398	587	537
111385800	2103	2029	343	317	149	167	181	130	1762	1732	1980	1945
111385880	933	1009	128	117	138	141	281	287	560	563	1731	1776
111386043	8	5	14	14	6	6	0	2	32	30	80	68
111385961	190	161	955	983	959	1050	91	79	350	342	537	491
111386204	116	133	1102	1101	58	52	6	11	129	132	219	217
111386290	725	775	145	129	266	241	409	382	254	260	372	335
111386601	1277	1266	1762	1782	812	822	417	382	740	759	2246	2235
111386854	1047	1012	1712	1634	547	532	364	320	1378	1426	2232	2278
111386970	607	670	754	756	294	288	200	249	590	571	1353	1298
111387047	145	138	60	56	9	13	123	101	979	958	1012	1051
111387132	160	147	36	39	176	194	60	50	98	99	152	158
111387326	441	497	575	552	312	281	209	177	384	425	723	768
111387469	84	94	86	65	117	101	33	24	345	337	451	501
111403637	0	0	0	0	0	0	0	0	0	0	0	0
111387551	1150	1213	3262	3212	1283	1268	270	270	186	194	136	148
111387639	945	961	920	891	1027	1091	768	737	804	762	1048	983
111403646	0	0	0	0	1	0	0	0	0	1	0	0
111387866	1698	1655	2121	2087	948	898	297	307	1760	1811	2491	2511
111388088	927	812	1062	1121	384	407	591	533	921	931	1247	1176
111388164	142	116	169	211	104	105	9	12	23	13	86	82
111388293	290	323	704	650	247	254	92	82	361	342	653	611
111388433	37	19	18	17	22	14	4	2	91	93	159	136
111388505	265	285	125	118	55	59	145	141	400	385	773	804
111388866	158	161	272	273	82	89	30	30	209	231	344	332
111388785	2	3	3	3	2	4	1	1	1	0	1	3
111388921	8	5	1	3	0	4	4	0	28	31	51	39
111402324	4	3	16	16	0	0	4	1	305	321	163	136
111389211	526	502	1599	1661	589	581	197	186	5331	5315	3672	3638
111403678	0	1	1	1	1	1	0	0	0	0	0	0
111389286	906	885	1262	1176	427	417	443	441	1404	1356	1866	1868
111389362	875	909	891	819	656	604	176	160	1155	1120	1452	1439
111390058	21	26	13	6	9	7	0	3	5	3	33	23
111390136	141	162	272	244	112	98	68	62	146	86	238	197
111403686	133	124	115	147	89	96	48	50	196	201	347	374
111390216	275	250	87	95	56	62	84	59	51	42	103	81
111390281	1780	1680	2244	2081	1192	1180	371	331	2021	2046	1938	1802
111390383	206	211	251	256	135	116	54	55	211	234	434	448
111403696	2	1	0	1	0	1	0	0	0	2	0	0
111390627	271	315	36	37	107	105	44	57	200	208	216	205
111390695	141	145	7	5	88	86	285	275	0	1	1	1
111390769	61	66	9	4	13	10	5	2	2	2	4	2
111403702	37	43	4	8	13	14	5	3	4	3	7	5
111390848	285	310	21	32	313	298	115	121	132	124	323	332
111390921	240	235	103	105	95	96	43	52	1171	1196	1297	1275
111391073	1	0	0	0	0	0	0	0	0	1	0	0
111390999	140	171	174	154	86	84	14	18	1	1	7	8
111391157	837	852	632	642	535	546	357	338	650	631	969	915
111391235	1820	1920	250	268	61	53	101	95	27	14	36	40
111403136	0	0	0	0	1	0	0	0	0	0	0	0
111391311	596	554	1127	1153	475	464	335	371	436	415	947	956
111403718	0	0	1	1	1	0	1	0	0	0	0	0
111391548	1168	1177	32	42	562	589	287	272	288	281	397	427
111391631	180	183	390	366	191	179	17	22	306	321	471	436
111391877	284	306	5	5	100	86	42	38	130	114	21	16
111391957	53	36	7	16	13	15	13	20	75	67	23	27
111403923	52	53	45	33	78	76	9	8	0	0	2	0
111392125	129	103	104	93	70	75	25	21	88	112	205	225
111392177	384	398	202	219	108	110	102	124	281	306	423	388
111403735	0	0	0	0	0	0	0	0	0	0	0	0
111392251	439	423	276	258	340	333	142	116	192	192	616	649
111392363	465	484	289	306	141	147	59	65	144	153	420	407
111392438	273	267	14	20	232	245	147	156	120	114	220	192
111392715	34	34	370	387	77	74	8	6	8	8	11	7
111392643	9	10	9	6	8	4	2	4	3	5	9	17
111403750	0	0	0	0	0	0	0	0	0	0	0	0
111404627	0	0	0	0	0	0	0	0	0	0	1	1
111403767	0	0	0	0	0	0	0	0	0	0	0	0
111403774	5	7	2	0	9	9	0	0	6	5	2	0
111392766	9	6	2	0	1	1	0	1	11	7	12	8
111392839	161	186	288	266	206	214	69	97	1	0	2	0
111403784	0	0	0	0	0	0	0	0	0	0	0	0
111405415	37	41	42	32	33	27	20	12	0	0	0	0
111392916	4	9	4	5	5	1	2	2	0	0	0	0
111403812	0	0	0	0	0	0	0	0	0	0	0	0
111403820	1	0	0	0	0	0	1	0	0	0	0	0
111406604	21	23	12	7	5	3	5	1	0	0	0	0
111403830	0	0	0	0	0	0	0	0	0	0	0	0
111403838	0	0	0	0	0	0	0	0	0	0	0	0
111407391	3	4	2	8	1	0	1	1	0	1	8	1
111403845	0	0	0	0	0	0	0	0	0	0	0	0
111403853	0	0	0	0	0	0	0	0	0	0	0	0
111392963	619	606	380	347	199	219	199	194	442	439	864	878
111392971	106	120	33	46	47	50	15	23	96	82	177	200
111393003	248	241	272	258	78	81	28	32	222	237	806	734
111393013	145	138	104	103	36	36	21	24	343	290	731	677
111408128	16	18	37	39	18	20	15	14	0	0	1	2
111403876	0	0	0	0	0	0	0	0	0	0	0	0
111408890	8	9	26	26	9	4	26	30	15	15	39	42
111393049	19	23	10	7	6	7	0	4	11	18	36	32
111393058	23	14	11	12	18	14	4	8	480	484	403	445
111409671	99	74	6	0	1	5	2	0	2	0	4	4
111393073	450	488	82	71	77	86	223	267	1353	1334	2948	2945
111393084	1735	1728	2618	2572	1435	1422	468	496	1474	1535	2712	2546
111393097	1775	1827	3771	3791	844	797	452	442	2071	2053	2958	2927
111393105	196	209	33	37	45	44	44	31	58	82	145	155
111410441	0	0	0	0	0	0	0	0	0	0	0	0
111407946	0	0	0	0	0	0	0	0	0	0	0	0
111366187	1	1	10	6	0	1	3	1	1	0	0	1
111370480	0	0	0	0	0	0	0	0	0	0	0	0
111407951	0	0	0	0	0	0	0	0	0	0	0	0
111393134	249	255	313	288	164	132	104	104	302	271	453	481
111393146	1564	1515	408	437	203	190	99	104	533	548	433	487
111393162	96	93	21	23	20	13	16	20	75	93	146	131
111393171	223	252	191	193	74	64	65	81	246	267	646	686
111393177	108	99	94	54	109	105	30	30	131	124	209	238
111393184	239	252	287	277	181	156	79	72	295	296	651	628
111403946	1	1	0	0	0	0	2	5	0	0	0	2
111371270	12	13	1	1	1	2	62	66	0	0	0	0
111393193	0	0	0	0	0	0	0	0	3	1	1	2
111403960	6	0	1	0	0	1	2	0	2	0	3	2
111393213	43	41	12	17	1	2	2	4	10	8	32	42
111393205	0	0	0	0	0	0	0	0	0	0	0	0
111393223	467	429	42	46	242	198	107	141	343	364	431	389
111393217	1147	1274	1641	1613	1118	1101	220	259	3281	3208	1175	1228
111393233	601	629	158	203	116	121	45	47	382	406	3730	3763
111393240	6	1	11	18	0	0	0	3	1201	1259	1861	1854
111403968	13	15	10	8	8	11	2	1	15	19	26	17
